Gene	PFAM.domains
HEP_00420900	NA
HEP_00311000	Pfam:PF00168.30(C2)
HEP_00377900	Pfam:PF00588.19(SpoU_methylase)
HEP_00400200	NA
HEP_00102600	NA
HEP_00499100	NA
HEP_00524800	Pfam:PF00022.19(Actin)
HEP_00044100	Pfam:PF00076.22(RRM_1),Pfam:PF00397.26(WW)
HEP_00112000	Pfam:PF13905.6(Thioredoxin_8)
HEP_00214100	Pfam:PF04178.12(Got1)
HEP_00110900	Pfam:PF07787.12(TMEM43)
HEP_00287900	Pfam:PF01459.22(Porin_3)
HEP_00144200	NA
HEP_00082600	Pfam:PF00829.21(Ribosomal_L21p)
HEP_00229900	NA
HEP_00258900	Pfam:PF04603.12(Mog1)
HEP_00115300	Pfam:PF02657.15(SufE)
HEP_00017700	Pfam:PF04969.16(CS)
HEP_00193700	Pfam:PF02800.20(Gp_dh_C),Pfam:PF00044.24(Gp_dh_N)
HEP_00405200	NA
HEP_00157300	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF00400.32(WD40)
HEP_00316400	NA
HEP_00247300	Pfam:PF00642.24(zf-CCCH),Pfam:PF18345.1(zf_CCCH_4)
HEP_00098600	Pfam:PF01602.20(Adaptin_N),Pfam:PF09066.10(B2-adapt-app_C),Pfam:PF12717.7(Cnd1),Pfam:PF02985.22(HEAT),Pfam:PF13646.6(HEAT_2)
HEP_00311800	Pfam:PF06814.13(Lung_7-TM_R)
HEP_00330200	NA
HEP_00490900	NA
HEP_00075400	Pfam:PF02803.18(Thiolase_C),Pfam:PF00108.23(Thiolase_N)
HEP_00045000	Pfam:PF00566.18(RabGAP-TBC)
HEP_00201700	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C),Pfam:PF04851.15(ResIII)
HEP_00218200	Pfam:PF04513.12(Baculo_PEP_C),Pfam:PF06705.11(SF-assemblin)
HEP_00307700	NA
HEP_00290200	Pfam:PF07524.13(Bromo_TP),Pfam:PF00808.23(CBFD_NFYB_HMF),Pfam:PF00125.24(Histone)
HEP_00306700	Pfam:PF04934.14(Med6)
HEP_00454100	Pfam:PF07690.16(MFS_1)
HEP_00488600	Pfam:PF03029.17(ATP_bind_1),Pfam:PF00448.22(SRP54)
HEP_00244200	Pfam:PF10213.9(MRP-S28)
HEP_00390800	Pfam:PF14418.6(OHA)
HEP_00257800	NA
HEP_00005500	NA
HEP_00264200	Pfam:PF01661.21(Macro)
HEP_00099700	NA
HEP_00241500	NA
HEP_00261600	Pfam:PF00953.21(Glycos_transf_4)
HEP_00151900	Pfam:PF05019.13(Coq4)
HEP_00271700	Pfam:PF00995.23(Sec1)
HEP_00262600	Pfam:PF11976.8(Rad60-SLD),Pfam:PF00240.23(ubiquitin)
HEP_00264300	NA
HEP_00299700	NA
HEP_00201600	NA
HEP_00455900	Pfam:PF13385.6(Laminin_G_3)
HEP_00040500	NA
HEP_00334600	Pfam:PF00561.20(Abhydrolase_1),Pfam:PF12146.8(Hydrolase_4)
HEP_00411600	Pfam:PF04641.12(Rtf2)
HEP_00053900	Pfam:PF04979.14(IPP-2)
HEP_00194600	Pfam:PF01242.19(PTPS)
HEP_00453700	Pfam:PF00085.20(Thioredoxin)
HEP_00276400	Pfam:PF01798.18(Nop),Pfam:PF09785.9(Prp31_C)
HEP_00293200	NA
HEP_00477200	Pfam:PF00505.19(HMG_box),Pfam:PF09011.10(HMG_box_2)
HEP_00283500	Pfam:PF00352.21(TBP)
HEP_00048300	Pfam:PF09668.10(Asp_protease),Pfam:PF13650.6(Asp_protease_2),Pfam:PF13975.6(gag-asp_proteas),Pfam:PF08284.11(RVP_2)
HEP_00447900	Pfam:PF00642.24(zf-CCCH),Pfam:PF18345.1(zf_CCCH_4)
HEP_00269600	Pfam:PF07726.11(AAA_3),Pfam:PF07728.14(AAA_5),Pfam:PF00493.23(MCM),Pfam:PF17855.1(MCM_lid),Pfam:PF17207.3(MCM_OB),Pfam:PF01078.21(Mg_chelatase)
HEP_00340800	Pfam:PF15786.5(PET117)
HEP_00262900	Pfam:PF00903.25(Glyoxalase),Pfam:PF12681.7(Glyoxalase_2),Pfam:PF13669.6(Glyoxalase_4)
HEP_00461800	Pfam:PF03357.21(Snf7)
HEP_00271400	NA
HEP_00417800	Pfam:PF13385.6(Laminin_G_3),Pfam:PF03815.19(LCCL),Pfam:PF01477.23(PLAT),Pfam:PF08642.10(Rxt3),Pfam:PF00530.18(SRCR)
HEP_00079100	Pfam:PF04997.12(RNA_pol_Rpb1_1),Pfam:PF00623.20(RNA_pol_Rpb1_2),Pfam:PF04983.18(RNA_pol_Rpb1_3),Pfam:PF05000.17(RNA_pol_Rpb1_4),Pfam:PF04998.17(RNA_pol_Rpb1_5),Pfam:PF04992.14(RNA_pol_Rpb1_6),Pfam:PF04990.12(RNA_pol_Rpb1_7)
HEP_00465200	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF13360.6(PQQ_2),Pfam:PF00400.32(WD40)
HEP_00271800	Pfam:PF02421.18(FeoB_N),Pfam:PF01926.23(MMR_HSR1),Pfam:PF06858.14(NOG1),Pfam:PF17835.1(NOG1_N),Pfam:PF08155.11(NOGCT)
HEP_00047400	Pfam:PF00069.25(Pkinase)
HEP_00221200	Pfam:PF05470.12(eIF-3c_N),Pfam:PF01399.27(PCI)
HEP_00269400	Pfam:PF01084.20(Ribosomal_S18)
HEP_00023900	Pfam:PF00107.26(ADH_zinc_N),Pfam:PF13602.6(ADH_zinc_N_2)
HEP_00374500	Pfam:PF01195.19(Pept_tRNA_hydro)
HEP_00028800	Pfam:PF00297.22(Ribosomal_L3)
HEP_00291200	NA
HEP_00304900	Pfam:PF01138.21(RNase_PH)
HEP_00439200	NA
HEP_00195200	NA
HEP_00012700	NA
HEP_00101200	Pfam:PF08241.12(Methyltransf_11),Pfam:PF08242.12(Methyltransf_12),Pfam:PF13489.6(Methyltransf_23),Pfam:PF13649.6(Methyltransf_25),Pfam:PF01209.18(Ubie_methyltran)
HEP_00124900	NA
HEP_00353500	Pfam:PF00153.27(Mito_carr)
HEP_00284000	Pfam:PF04086.13(SRP-alpha_N),Pfam:PF00448.22(SRP54),Pfam:PF02881.19(SRP54_N)
HEP_00490600	Pfam:PF13614.6(AAA_31),Pfam:PF02374.15(ArsA_ATPase),Pfam:PF01656.23(CbiA),Pfam:PF00142.18(Fer4_NifH),Pfam:PF10609.9(ParA)
HEP_00104800	Pfam:PF06102.12(RRP36)
HEP_00255800	Pfam:PF00004.29(AAA),Pfam:PF00533.26(BRCT),Pfam:PF06144.13(DNA_pol3_delta),Pfam:PF08519.12(RFC1)
HEP_00022100	NA
HEP_00168400	Pfam:PF13175.6(AAA_15),Pfam:PF13476.6(AAA_23),Pfam:PF06470.13(SMC_hinge),Pfam:PF02463.19(SMC_N)
HEP_00221500	Pfam:PF02197.17(RIIa)
HEP_00036500	Pfam:PF05093.13(CIAPIN1)
HEP_00073000	Pfam:PF00849.22(PseudoU_synth_2),Pfam:PF01479.25(S4)
HEP_00016400	Pfam:PF00004.29(AAA),Pfam:PF07728.14(AAA_5),Pfam:PF12774.7(AAA_6),Pfam:PF12775.7(AAA_7),Pfam:PF12780.7(AAA_8),Pfam:PF12781.7(AAA_9),Pfam:PF17857.1(AAA_lid_1),Pfam:PF18198.1(AAA_lid_11),Pfam:PF08385.12(DHC_N1),Pfam:PF08393.13(DHC_N2),Pfam:PF17852.1(Dynein_AAA_lid),Pfam:PF18199.1(Dynein_C),Pfam:PF03028.15(Dynein_heavy),Pfam:PF12777.7(MT)
HEP_00057800	Pfam:PF06544.12(DUF1115),Pfam:PF05773.22(RWD)
HEP_00158300	NA
HEP_00345500	Pfam:PF01105.24(EMP24_GP25L)
HEP_00059100	Pfam:PF02263.19(GBP)
HEP_00367500	NA
HEP_00014400	Pfam:PF01624.20(MutS_I),Pfam:PF00488.21(MutS_V)
HEP_00163300	Pfam:PF03357.21(Snf7)
HEP_00380500	Pfam:PF01909.23(NTP_transf_2)
HEP_00362900	Pfam:PF01423.22(LSM)
HEP_00118200	Pfam:PF00179.26(UQ_con)
HEP_00075600	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF08662.11(eIF2A)
HEP_00382300	Pfam:PF01926.23(MMR_HSR1),Pfam:PF08153.12(NGP1NT)
HEP_00416500	Pfam:PF00587.25(tRNA-synt_2b)
HEP_00100800	NA
HEP_00343500	Pfam:PF05346.11(DUF747)
HEP_00494400	Pfam:PF02421.18(FeoB_N),Pfam:PF00009.27(GTP_EFTU),Pfam:PF14714.6(KH_dom-like),Pfam:PF01926.23(MMR_HSR1)
HEP_00102300	Pfam:PF00225.23(Kinesin),Pfam:PF16796.5(Microtub_bd)
HEP_00143900	Pfam:PF00348.17(polyprenyl_synt)
HEP_00243100	Pfam:PF02545.14(Maf)
HEP_00031200	NA
HEP_00483750	NA
HEP_00020900	Pfam:PF10236.9(DAP3)
HEP_00368300	NA
HEP_00100100	Pfam:PF08442.10(ATP-grasp_2),Pfam:PF00549.19(Ligase_CoA)
HEP_00054700	Pfam:PF00004.29(AAA),Pfam:PF07728.14(AAA_5),Pfam:PF17862.1(AAA_lid_3),Pfam:PF01434.18(Peptidase_M41),Pfam:PF05496.12(RuvB_N)
HEP_00305800	Pfam:PF08315.12(cwf18)
HEP_00299400	Pfam:PF00137.21(ATP-synt_C)
HEP_00361300	Pfam:PF13238.6(AAA_18),Pfam:PF00625.21(Guanylate_kin)
HEP_00206700	Pfam:PF03690.13(UPF0160)
HEP_00093400	Pfam:PF01027.20(Bax1-I)
HEP_00298900	Pfam:PF01028.20(Topoisom_I),Pfam:PF02919.15(Topoisom_I_N),Pfam:PF14370.6(Topo_C_assoc)
HEP_00045500	Pfam:PF01920.20(Prefoldin_2)
HEP_00438000	Pfam:PF02866.18(Ldh_1_C),Pfam:PF00056.23(Ldh_1_N)
HEP_00503200	Pfam:PF00847.20(AP2)
HEP_00222000	NA
HEP_00119400	Pfam:PF15023.6(DUF4523),Pfam:PF00076.22(RRM_1),Pfam:PF08777.11(RRM_3),Pfam:PF18345.1(zf_CCCH_4)
HEP_00230200	NA
HEP_00299300	Pfam:PF11861.8(DUF3381),Pfam:PF01728.19(FtsJ),Pfam:PF07780.12(Spb1_C)
HEP_00227000	Pfam:PF04153.18(NOT2_3_5)
HEP_00270000	Pfam:PF01624.20(MutS_I),Pfam:PF05192.18(MutS_III),Pfam:PF05190.18(MutS_IV),Pfam:PF00488.21(MutS_V)
HEP_00077500	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF14783.6(BBS2_Mid),Pfam:PF00400.32(WD40)
HEP_00203800	Pfam:PF14204.6(Ribosomal_L18_c),Pfam:PF17144.4(Ribosomal_L5e)
HEP_00347200	Pfam:PF04446.12(Thg1),Pfam:PF14413.6(Thg1C)
HEP_00517900	Pfam:PF00255.19(GSHPx)
HEP_00191300	NA
HEP_00494500	Pfam:PF01929.17(Ribosomal_L14e)
HEP_00330700	Pfam:PF17292.2(POB3_N),Pfam:PF08512.12(Rtt106),Pfam:PF03531.14(SSrecog)
HEP_00063300	Pfam:PF04427.18(Brix)
HEP_00226900	Pfam:PF00085.20(Thioredoxin)
HEP_00104900	Pfam:PF18552.1(PheRS_DBD1),Pfam:PF01409.20(tRNA-synt_2d)
HEP_00531600	NA
HEP_00053800	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF17814.1(LisH_TPL),Pfam:PF00400.32(WD40)
HEP_00224300	Pfam:PF14990.6(DUF4516)
HEP_00254200	NA
HEP_00329000	Pfam:PF00557.24(Peptidase_M24)
HEP_00425800	Pfam:PF01754.16(zf-A20),Pfam:PF01428.16(zf-AN1)
HEP_00128800	Pfam:PF01191.19(RNA_pol_Rpb5_C),Pfam:PF03871.14(RNA_pol_Rpb5_N)
HEP_00148400	Pfam:PF00226.31(DnaJ)
HEP_00046100	Pfam:PF04258.13(Peptidase_A22B)
HEP_00289700	Pfam:PF00890.24(FAD_binding_2),Pfam:PF12831.7(FAD_oxidored),Pfam:PF14691.6(Fer4_20),Pfam:PF00310.21(GATase_2),Pfam:PF01645.17(Glu_synthase),Pfam:PF04898.14(Glu_syn_central),Pfam:PF01493.19(GXGXG),Pfam:PF03486.14(HI0933_like),Pfam:PF13450.6(NAD_binding_8),Pfam:PF00070.27(Pyr_redox),Pfam:PF07992.14(Pyr_redox_2)
HEP_00484300	Pfam:PF12844.7(HTH_19),Pfam:PF01381.22(HTH_3),Pfam:PF13560.6(HTH_31),Pfam:PF08523.10(MBF1)
HEP_00396600	NA
HEP_00482000	Pfam:PF00749.21(tRNA-synt_1c),Pfam:PF03950.18(tRNA-synt_1c_C)
HEP_00451400	Pfam:PF02403.22(Seryl_tRNA_N),Pfam:PF00587.25(tRNA-synt_2b)
HEP_00029200	NA
HEP_00222600	Pfam:PF06391.13(MAT1)
HEP_00068700	NA
HEP_00460100	Pfam:PF05011.13(DBR1)
HEP_00322700	Pfam:PF00400.32(WD40),Pfam:PF17005.5(WD40_like)
HEP_00234600	Pfam:PF04969.16(CS),Pfam:PF14050.6(Nudc_N)
HEP_00346200	Pfam:PF00679.24(EFG_C),Pfam:PF14492.6(EFG_II),Pfam:PF03764.18(EFG_IV),Pfam:PF00009.27(GTP_EFTU),Pfam:PF03144.25(GTP_EFTU_D2),Pfam:PF16658.5(RF3_C)
HEP_00300600	Pfam:PF01217.20(Clat_adaptor_s)
HEP_00247400	Pfam:PF02518.26(HATPase_c),Pfam:PF13589.6(HATPase_c_3),Pfam:PF00183.18(HSP90)
HEP_00195500	Pfam:PF08698.11(Fcf2)
HEP_00112400	NA
HEP_00159200	Pfam:PF00736.19(EF1_GNE)
HEP_00358800	Pfam:PF00687.21(Ribosomal_L1)
HEP_00373900	Pfam:PF03031.18(NIF)
HEP_00365500	Pfam:PF01265.17(Cyto_heme_lyase)
HEP_00387000	Pfam:PF06424.12(PRP1_N),Pfam:PF13428.6(TPR_14),Pfam:PF14559.6(TPR_19)
HEP_00086900	Pfam:PF13419.6(HAD_2),Pfam:PF00702.26(Hydrolase),Pfam:PF13344.6(Hydrolase_6),Pfam:PF13242.6(Hydrolase_like)
HEP_00007700	Pfam:PF00679.24(EFG_C),Pfam:PF14492.6(EFG_II),Pfam:PF00009.27(GTP_EFTU),Pfam:PF16658.5(RF3_C)
HEP_00477400	Pfam:PF03588.14(Leu_Phe_trans)
HEP_00245300	Pfam:PF12861.7(zf-ANAPC11),Pfam:PF13920.6(zf-C3HC4_3),Pfam:PF12678.7(zf-rbx1),Pfam:PF13639.6(zf-RING_2)
HEP_00210900	Pfam:PF02878.16(PGM_PMM_I),Pfam:PF02879.16(PGM_PMM_II),Pfam:PF02880.16(PGM_PMM_III)
HEP_00171700	NA
HEP_00352400	NA
HEP_00188300	Pfam:PF00156.27(Pribosyltran)
HEP_00037700	NA
HEP_00360900	NA
HEP_00288000	Pfam:PF08242.12(Methyltransf_12),Pfam:PF13489.6(Methyltransf_23),Pfam:PF13649.6(Methyltransf_25),Pfam:PF13679.6(Methyltransf_32)
HEP_00136200	Pfam:PF14531.6(Kinase-like),Pfam:PF00069.25(Pkinase),Pfam:PF17667.1(Pkinase_fungal),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00448300	Pfam:PF08033.12(Sec23_BS),Pfam:PF04815.15(Sec23_helical),Pfam:PF04811.15(Sec23_trunk),Pfam:PF04810.15(zf-Sec23_Sec24)
HEP_00034000	Pfam:PF09335.11(SNARE_assoc)
HEP_00297600	Pfam:PF11976.8(Rad60-SLD),Pfam:PF00240.23(ubiquitin)
HEP_00220700	Pfam:PF11708.8(Slu7)
HEP_00006900	Pfam:PF06747.13(CHCH)
HEP_00115600	Pfam:PF08328.11(ASL_C),Pfam:PF00206.20(Lyase_1)
HEP_00143200	Pfam:PF01553.21(Acyltransferase)
HEP_00274000	Pfam:PF00118.24(Cpn60_TCP1)
HEP_00280000	Pfam:PF13481.6(AAA_25),Pfam:PF08423.11(Rad51),Pfam:PF00154.21(RecA)
HEP_00147500	NA
HEP_00047500	Pfam:PF00012.20(HSP70)
HEP_00028600	Pfam:PF00534.20(Glycos_transf_1),Pfam:PF13439.6(Glyco_transf_4),Pfam:PF13692.6(Glyco_trans_1_4),Pfam:PF08288.12(PIGA)
HEP_00311600	NA
HEP_00303000	Pfam:PF03153.13(TFIIA)
HEP_00279700	Pfam:PF00004.29(AAA),Pfam:PF08740.11(BCS1_N)
HEP_00269100	Pfam:PF00076.22(RRM_1),Pfam:PF01805.20(Surp)
HEP_00116200	NA
HEP_00373800	Pfam:PF01722.18(BolA)
HEP_00458700	Pfam:PF00022.19(Actin)
HEP_00179500	NA
HEP_00494800	NA
HEP_00226500	Pfam:PF01221.18(Dynein_light)
HEP_00358400	Pfam:PF05254.12(UPF0203)
HEP_00498900	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00038600	Pfam:PF05348.11(UMP1)
HEP_00191900	Pfam:PF09409.10(PUB),Pfam:PF00179.26(UQ_con)
HEP_00261000	Pfam:PF01399.27(PCI),Pfam:PF18098.1(RPN5_C)
HEP_00329400	NA
HEP_00517600	Pfam:PF01039.22(Carboxyl_trans)
HEP_00257000	Pfam:PF01459.22(Porin_3)
HEP_00424900	Pfam:PF01266.24(DAO),Pfam:PF06039.15(Mqo)
HEP_00268400	Pfam:PF00226.31(DnaJ)
HEP_00360200	Pfam:PF12894.7(ANAPC4_WD40)
HEP_00256000	Pfam:PF00085.20(Thioredoxin)
HEP_00187600	Pfam:PF10607.9(CLTH)
HEP_00344200	Pfam:PF00109.26(ketoacyl-synt),Pfam:PF02801.22(Ketoacyl-synt_C)
HEP_00068900	Pfam:PF09594.10(GT87),Pfam:PF05007.13(Mannosyl_trans),Pfam:PF06728.13(PIG-U)
HEP_00530700	NA
HEP_00397600	NA
HEP_00391100	Pfam:PF04628.13(Sedlin_N)
HEP_00265600	Pfam:PF13847.6(Methyltransf_31),Pfam:PF01135.19(PCMT)
HEP_00127100	Pfam:PF05653.14(Mg_trans_NIPA)
HEP_00300500	Pfam:PF01008.17(IF-2B)
HEP_00380100	Pfam:PF00149.28(Metallophos)
HEP_00109100	Pfam:PF00675.20(Peptidase_M16),Pfam:PF05193.21(Peptidase_M16_C)
HEP_00039100	Pfam:PF16881.5(LIAS_N),Pfam:PF04055.21(Radical_SAM)
HEP_00477800	Pfam:PF00892.20(EamA),Pfam:PF03151.16(TPT),Pfam:PF08449.11(UAA)
HEP_00058400	Pfam:PF01344.25(Kelch_1),Pfam:PF07646.15(Kelch_2),Pfam:PF13415.6(Kelch_3),Pfam:PF13418.6(Kelch_4),Pfam:PF13854.6(Kelch_5),Pfam:PF13964.6(Kelch_6),Pfam:PF00149.28(Metallophos)
HEP_00449300	Pfam:PF02780.20(Transketolase_C),Pfam:PF02779.24(Transket_pyr)
HEP_00223600	Pfam:PF03462.18(PCRF),Pfam:PF00472.20(RF-1)
HEP_00278500	Pfam:PF12706.7(Lactamase_B_2)
HEP_00390600	Pfam:PF00867.18(XPG_I)
HEP_00195000	Pfam:PF00149.28(Metallophos)
HEP_00481300	Pfam:PF01233.19(NMT),Pfam:PF02799.15(NMT_C)
HEP_00232500	NA
HEP_00039300	Pfam:PF13401.6(AAA_22),Pfam:PF00270.29(DEAD),Pfam:PF04408.23(HA2),Pfam:PF00271.31(Helicase_C),Pfam:PF07717.16(OB_NTP_bind)
HEP_00439100	Pfam:PF03074.16(GCS)
HEP_00199900	Pfam:PF15985.5(KH_6)
HEP_00359900	Pfam:PF01391.18(Collagen),Pfam:PF00076.22(RRM_1)
HEP_00181600	Pfam:PF00022.19(Actin)
HEP_00294000	Pfam:PF02582.14(DUF155)
HEP_00150500	Pfam:PF01458.17(UPF0051)
HEP_00408200	Pfam:PF14531.6(Kinase-like),Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00071500	Pfam:PF00164.25(Ribosom_S12_S23)
HEP_00098300	Pfam:PF00004.29(AAA),Pfam:PF13401.6(AAA_22),Pfam:PF07728.14(AAA_5),Pfam:PF12774.7(AAA_6),Pfam:PF12775.7(AAA_7),Pfam:PF12780.7(AAA_8),Pfam:PF12781.7(AAA_9),Pfam:PF18198.1(AAA_lid_11),Pfam:PF08385.12(DHC_N1),Pfam:PF08393.13(DHC_N2),Pfam:PF17852.1(Dynein_AAA_lid),Pfam:PF18199.1(Dynein_C),Pfam:PF03028.15(Dynein_heavy),Pfam:PF12777.7(MT)
HEP_00414600	Pfam:PF00226.31(DnaJ)
HEP_00312100	Pfam:PF00227.26(Proteasome)
HEP_00080100	NA
HEP_00255400	Pfam:PF01000.26(RNA_pol_A_bac),Pfam:PF01193.24(RNA_pol_L)
HEP_00485200	Pfam:PF00573.22(Ribosomal_L4),Pfam:PF14374.6(Ribos_L4_asso_C)
HEP_00024200	Pfam:PF01423.22(LSM)
HEP_00072100	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C)
HEP_00246400	Pfam:PF00071.22(Ras)
HEP_00414400	Pfam:PF00005.27(ABC_tran),Pfam:PF02463.19(SMC_N)
HEP_00293700	NA
HEP_00044300	NA
HEP_00019300	Pfam:PF08007.12(Cupin_4),Pfam:PF13621.6(Cupin_8)
HEP_00263100	Pfam:PF12796.7(Ank_2),Pfam:PF13606.6(Ank_3),Pfam:PF13637.6(Ank_4),Pfam:PF13857.6(Ank_5)
HEP_00405100	Pfam:PF14447.6(Prok-RING_4),Pfam:PF00097.25(zf-C3HC4),Pfam:PF13923.6(zf-C3HC4_2),Pfam:PF13920.6(zf-C3HC4_3),Pfam:PF13639.6(zf-RING_2)
HEP_00254400	Pfam:PF02214.22(BTB_2),Pfam:PF01344.25(Kelch_1),Pfam:PF07646.15(Kelch_2),Pfam:PF13415.6(Kelch_3),Pfam:PF13418.6(Kelch_4),Pfam:PF13854.6(Kelch_5),Pfam:PF13964.6(Kelch_6)
HEP_00221400	Pfam:PF03483.17(B3_4),Pfam:PF03484.15(B5),Pfam:PF18262.1(PhetRS_B1),Pfam:PF17759.1(tRNA_synthFbeta)
HEP_00462100	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00275100	Pfam:PF07690.16(MFS_1)
HEP_00239900	Pfam:PF00025.21(Arf),Pfam:PF03029.17(ATP_bind_1),Pfam:PF00009.27(GTP_EFTU),Pfam:PF04670.12(Gtr1_RagA),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc),Pfam:PF09439.10(SRPRB)
HEP_00495900	Pfam:PF00149.28(Metallophos)
HEP_00296300	NA
HEP_00201400	Pfam:PF01000.26(RNA_pol_A_bac)
HEP_00074100	Pfam:PF13085.6(Fer2_3),Pfam:PF13237.6(Fer4_10),Pfam:PF13534.6(Fer4_17),Pfam:PF13183.6(Fer4_8)
HEP_00383300	Pfam:PF06644.11(ATP11)
HEP_00491800	Pfam:PF00566.18(RabGAP-TBC),Pfam:PF07534.16(TLD)
HEP_00385000	Pfam:PF01248.26(Ribosomal_L7Ae)
HEP_00094000	Pfam:PF00134.23(Cyclin_N)
HEP_00142300	NA
HEP_00129500	Pfam:PF01746.21(tRNA_m1G_MT)
HEP_00396000	Pfam:PF01658.17(Inos-1-P_synth),Pfam:PF07994.12(NAD_binding_5)
HEP_00056400	Pfam:PF00004.29(AAA),Pfam:PF13173.6(AAA_14),Pfam:PF13191.6(AAA_16),Pfam:PF07724.14(AAA_2),Pfam:PF13401.6(AAA_22),Pfam:PF07728.14(AAA_5),Pfam:PF12775.7(AAA_7),Pfam:PF17871.1(AAA_lid_9),Pfam:PF10431.9(ClpB_D2-small),Pfam:PF02861.20(Clp_N),Pfam:PF05729.12(NACHT),Pfam:PF05496.12(RuvB_N),Pfam:PF00158.26(Sigma54_activat)
HEP_00227400	Pfam:PF00023.30(Ank),Pfam:PF12796.7(Ank_2),Pfam:PF13606.6(Ank_3),Pfam:PF13637.6(Ank_4),Pfam:PF13857.6(Ank_5),Pfam:PF00439.25(Bromodomain)
HEP_00081500	Pfam:PF03152.14(UFD1)
HEP_00018700	Pfam:PF01853.18(MOZ_SAS),Pfam:PF11717.8(Tudor-knot),Pfam:PF17772.1(zf-MYST)
HEP_00532800	Pfam:PF02985.22(HEAT),Pfam:PF13646.6(HEAT_2),Pfam:PF13513.6(HEAT_EZ),Pfam:PF12460.8(MMS19_C),Pfam:PF12755.7(Vac14_Fab1_bd)
HEP_00098400	NA
HEP_00216200	Pfam:PF00490.21(ALAD)
HEP_00028900	Pfam:PF01398.21(JAB),Pfam:PF13012.6(MitMem_reg)
HEP_00440600	NA
HEP_00058000	Pfam:PF02985.22(HEAT),Pfam:PF13646.6(HEAT_2),Pfam:PF13513.6(HEAT_EZ),Pfam:PF01851.22(PC_rep),Pfam:PF18004.1(RPN2_C)
HEP_00244700	Pfam:PF01399.27(PCI),Pfam:PF08375.11(Rpn3_C)
HEP_00013000	Pfam:PF00428.19(Ribosomal_60s)
HEP_00393200	Pfam:PF08561.10(Ribosomal_L37)
HEP_00196100	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00089400	Pfam:PF18731.1(HEPN_Swt1)
HEP_00287400	Pfam:PF01092.19(Ribosomal_S6e)
HEP_00323300	Pfam:PF00106.25(adh_short),Pfam:PF13561.6(adh_short_C2)
HEP_00412900	Pfam:PF10417.9(1-cysPrx_C),Pfam:PF00578.21(AhpC-TSA),Pfam:PF08534.10(Redoxin)
HEP_00178600	Pfam:PF00428.19(Ribosomal_60s)
HEP_00133800	Pfam:PF10417.9(1-cysPrx_C),Pfam:PF00578.21(AhpC-TSA),Pfam:PF08534.10(Redoxin)
HEP_00502100	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00307500	Pfam:PF00829.21(Ribosomal_L21p)
HEP_00115100	Pfam:PF00400.32(WD40)
HEP_00304000	Pfam:PF10247.9(Romo1)
HEP_00114800	Pfam:PF01157.18(Ribosomal_L21e)
HEP_00417200	Pfam:PF12265.8(CAF1C_H4-bd),Pfam:PF00400.32(WD40)
HEP_00437100	Pfam:PF02421.18(FeoB_N),Pfam:PF01926.23(MMR_HSR1),Pfam:PF06858.14(NOG1)
HEP_00203600	Pfam:PF05916.11(Sld5)
HEP_00211000	Pfam:PF00117.28(GATase),Pfam:PF00958.22(GMP_synt_C),Pfam:PF02540.17(NAD_synthase),Pfam:PF07722.13(Peptidase_C26)
HEP_00152400	NA
HEP_00476200	NA
HEP_00343100	Pfam:PF00400.32(WD40)
HEP_00238000	Pfam:PF14630.6(ORC5_C)
HEP_00364900	Pfam:PF00707.22(IF3_C)
HEP_00288300	Pfam:PF15902.5(Sortilin-Vps10),Pfam:PF15901.5(Sortilin_C)
HEP_00464400	Pfam:PF01902.17(Diphthami_syn_2)
HEP_00072400	Pfam:PF02731.15(SKIP_SNW)
HEP_00209300	Pfam:PF02580.16(Tyr_Deacylase)
HEP_00007900	Pfam:PF00464.19(SHMT)
HEP_00091100	Pfam:PF01111.19(CKS)
HEP_00439600	Pfam:PF04840.12(Vps16_C),Pfam:PF04841.13(Vps16_N)
HEP_00414300	Pfam:PF01119.19(DNA_mis_repair),Pfam:PF02518.26(HATPase_c),Pfam:PF13589.6(HATPase_c_3),Pfam:PF16413.5(Mlh1_C)
HEP_00292400	NA
HEP_00050500	Pfam:PF02466.19(Tim17)
HEP_00043500	Pfam:PF00443.29(UCH),Pfam:PF13423.6(UCH_1)
HEP_00217900	Pfam:PF08264.13(Anticodon_1),Pfam:PF00133.22(tRNA-synt_1)
HEP_00391800	Pfam:PF01984.20(dsDNA_bind)
